98.97.145.0/24,gtmygtm1,gua
98.97.146.0/24,tmpeazx1,phx
98.97.147.0/24,tmpeazx1,phx
98.97.148.0/24,bnssarg1,eze
98.97.149.0/24,bnssarg1,eze
98.97.150.0/24,jhngzaf1,jnb
98.97.151.0/24,jhngzaf1,jnb
98.97.152.0/24,ashnvax2,iad
98.97.153.0/24,ashnvax2,iad
98.97.154.0/24,ashnvax2,iad
98.97.155.0/24,ashnvax2,iad
98.97.156.0/24,bgtacol1,bog
98.97.157.0/24,bgtacol1,bog
98.97.162.0/24,nrbiken1,nbo
98.97.163.0/24,nrbiken1,nbo
98.97.164.0/24,clgycan1,yyc
98.97.165.0/24,clgycan1,yyc
98.97.166.0/24,mmmiflx1,mia
98.97.167.0/24,mmmiflx1,mia
98.97.168.0/24,atlagax1,atl
98.97.169.0/24,atlagax1,atl
98.97.170.0/24,atlagax1,atl
98.97.171.0/24,atlagax1,atl
98.97.172.0/24,atlagax1,atl
98.97.173.0/24,atlagax1,atl
98.97.174.0/24,atlagax1,atl
98.97.175.0/24,atlagax1,atl
98.97.176.0/24,nrbiken1,nbo
98.97.177.0/24,nrbiken1,nbo
98.97.178.0/24,gtmygtm1,gua
98.97.179.0/24,gtmygtm1,gua
98.97.186.0/24,mmmiflx1,mia
98.97.187.0/24,mmmiflx1,mia
98.97.188.0/24,tmpeazx1,phx
98.97.189.0/24,tmpeazx1,phx
103.228.240.0/24,jtnaidn2,jkt
116.91.208.0/24,mnlaphl1,mnl
116.91.209.0/24,mnlaphl1,mnl
116.91.210.0/24,sydyaus1,syd
116.91.211.0/24,sydyaus1,syd
116.91.212.0/24,mlbeaus1,mel
116.91.213.0/24,mlbeaus1,mel
116.91.216.0/24,prthaus1,per
116.91.218.0/24,chrhnzl1,chc
116.91.219.0/24,chrhnzl1,chc
116.91.220.0/24,mlbeaus1,mel
116.91.221.0/24,mlbeaus1,mel
116.91.222.0/24,mlbeaus1,mel
116.91.223.0/24,mlbeaus1,mel
116.254.96.0/24,jtnaidn2,jkt
116.254.97.0/24,jtnaidn2,jkt
116.254.98.0/24,jtnaidn2,jkt
116.254.99.0/24,jtnaidn2,jkt
129.222.0.0/24,mmmiflx1,mia
129.222.1.0/24,mmmiflx1,mia
129.222.2.0/24,ashnvax2,iad
129.222.3.0/24,ashnvax2,iad
129.222.4.0/24,ashnvax2,iad
129.222.5.0/24,ashnvax2,iad
129.222.6.0/24,ashnvax2,iad
129.222.7.0/24,ashnvax2,iad
129.222.8.0/24,chcoilx1,ord
129.222.9.0/24,chcoilx1,ord
129.222.10.0/24,chcoilx1,ord
129.222.11.0/24,chcoilx1,ord
129.222.12.0/24,chcoilx1,ord
129.222.13.0/24,chcoilx1,ord
129.222.14.0/24,chcoilx1,ord
129.222.15.0/24,chcoilx1,ord
129.222.16.0/24,chcoilx1,ord
129.222.17.0/24,chcoilx1,ord
129.222.18.0/24,chcoilx1,ord
129.222.19.0/24,chcoilx1,ord
129.222.20.0/24,chcoilx1,ord
129.222.21.0/24,chcoilx1,ord
129.222.22.0/24,chcoilx1,ord
129.222.23.0/24,chcoilx1,ord
129.222.24.0/24,chcoilx1,ord
129.222.25.0/24,chcoilx1,ord
129.222.26.0/24,chcoilx1,ord
129.222.27.0/24,chcoilx1,ord
129.222.28.0/24,chcoilx1,ord
129.222.29.0/24,chcoilx1,ord
129.222.30.0/24,chcoilx1,ord
129.222.31.0/24,chcoilx1,ord
129.222.32.0/24,atlagax1,atl
129.222.33.0/24,atlagax1,atl
129.222.34.0/24,atlagax1,atl
129.222.35.0/24,atlagax1,atl
129.222.36.0/24,atlagax1,atl
129.222.37.0/24,atlagax1,atl
129.222.38.0/24,atlagax1,atl
129.222.39.0/24,atlagax1,atl
129.222.40.0/24,mplsmnx1,msp
129.222.41.0/24,mplsmnx1,msp
129.222.42.0/24,mplsmnx1,msp
129.222.43.0/24,mplsmnx1,msp
129.222.44.0/24,mplsmnx1,msp
129.222.45.0/24,mplsmnx1,msp
129.222.46.0/24,mplsmnx1,msp
129.222.47.0/24,mplsmnx1,msp
129.222.48.0/24,mmmiflx1,mia
129.222.49.0/24,mmmiflx1,mia
129.222.50.0/24,mmmiflx1,mia
129.222.51.0/24,mmmiflx1,mia
129.222.52.0/24,mmmiflx1,mia
129.222.53.0/24,mmmiflx1,mia
129.222.54.0/24,mmmiflx1,mia
129.222.55.0/24,mmmiflx1,mia
129.222.58.0/24,gtmygtm1,gua
